id,short_name,overall,potential,value_eur,wage_eur,height_cm,weight_kg,club_name,league_level,club_jersey_number,club_contract_valid_until,nationality_name,weak_foot,skill_moves,international_reputation,release_clause_eur,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_speed,position,position_grouped,league_country,height_weight_ratio,age,preferred_foot_Left,preferred_foot_Right,real_face_No,real_face_Yes,work_rate_High/High,work_rate_High/Low,work_rate_High/Medium,work_rate_Low/High,work_rate_Low/Low,work_rate_Low/Medium,work_rate_Medium/High,work_rate_Medium/Low,work_rate_Medium/Medium
238717,E. Pinnock,74,75,4000000.0,37000,194,79,Brentford,1,5,2022,Jamaica,3,2,1,8300000.0,68.0,37.0,57.0,60.0,74.0,79.0,42,33,74,68,33,55,40,37,62,65,67,69,63,70,55,53,77,74,83,31,77,73,39,57,44,69,74,74,74,,LCB,D_LCB,England,2.4556962025316458,28,True,False,True,False,False,False,False,False,False,False,True,False,False
244456,M. Erlić,71,75,2400000.0,15000,193,88,Spezia,1,28,2022,Croatia,2,2,1,,56.0,33.0,49.0,51.0,71.0,73.0,31,29,72,67,33,48,32,28,62,54,55,56,42,68,45,48,60,57,82,21,75,69,31,33,49,60,70,74,72,,RCB,D_RCB,Italy,2.1931818181818183,23,False,True,True,False,False,False,False,False,False,True,False,False,False
186508,A. Østbø,65,66,525000.0,1000,183,75,Viking FK,1,22,2022,Norway,2,1,1,696000.0,,,,,,,15,8,8,22,7,7,13,8,12,13,22,27,57,68,56,47,54,29,68,9,27,25,16,53,23,46,23,14,10,24.0,GK,G_GK,Norway,2.44,30,False,True,True,False,False,False,False,False,False,False,False,False,True
260108,Rochharzela,54,62,240000.0,500,176,61,NorthEast United FC,1,7,2023,India,3,3,1,372000.0,72.0,42.0,52.0,58.0,32.0,42.0,50,41,39,53,38,53,49,43,55,56,71,73,83,48,75,45,59,41,41,40,40,31,47,52,41,52,27,33,35,,CAM,M_CAM,India,2.8852459016393444,23,False,True,True,False,False,True,False,False,False,False,False,False,False
209895,M. Acton,61,63,275000.0,1000,184,85,Melbourne Victory,1,1,2023,Australia,2,1,1,364000.0,,,,,,,20,19,19,26,11,19,20,18,25,18,40,40,38,51,41,44,59,25,58,18,18,25,20,11,27,58,16,19,19,40.0,GK,G_GK,Australia,2.164705882352941,29,False,True,True,False,False,False,False,False,False,False,False,False,True
237566,K. Zachariassen,72,73,2700000.0,850,180,74,Ferencvárosi TC,1,16,2024,Norway,3,3,1,6100000.0,77.0,67.0,68.0,71.0,67.0,78.0,62,69,67,73,60,70,57,51,70,73,76,77,73,67,68,69,80,92,72,65,74,67,72,70,59,70,68,68,63,,RDM,M_RDM,Hungary,2.4324324324324325,27,False,True,True,False,True,False,False,False,False,False,False,False,False
245541,G. Reyna,77,87,22000000.0,18000,185,79,Borussia Dortmund,1,7,2025,United States,2,4,2,41800000.0,77.0,71.0,74.0,82.0,36.0,71.0,69,68,45,79,75,85,78,64,64,79,78,76,84,77,76,78,66,74,75,76,57,33,72,78,50,76,35,35,37,,LCM,M_LCM,Germany,2.3417721518987342,18,False,True,False,True,False,False,False,False,False,False,False,False,True
234843,M. Leitsch,72,78,3400000.0,14000,188,75,VfL Bochum 1848,1,29,2023,Germany,2,2,1,6800000.0,87.0,37.0,55.0,63.0,73.0,71.0,59,29,68,63,30,60,44,35,60,68,84,89,59,69,61,56,63,69,74,35,66,73,44,40,39,67,74,75,72,,LCB,D_LCB,Germany,2.506666666666667,23,True,False,True,False,False,False,False,False,False,False,True,False,False
250813,L. Greiml,66,79,1900000.0,4000,186,76,SK Rapid Wien,1,30,2022,Austria,2,2,1,4000000.0,57.0,30.0,48.0,46.0,66.0,71.0,25,23,67,61,23,31,31,23,58,51,54,59,67,65,65,42,72,71,71,28,69,63,48,49,41,66,64,70,68,,RCB,D_RCB,Austria,2.4473684210526314,20,False,True,True,False,False,False,False,False,False,True,False,False,False
246275,Avilés,68,74,1900000.0,5000,180,72,CD Leganés,2,7,2026,Spain,4,4,1,3400000.0,71.0,61.0,64.0,69.0,23.0,49.0,69,68,44,69,35,70,40,42,68,74,70,71,65,58,54,66,34,53,58,50,25,19,62,60,51,57,20,21,22,,RM,M_RM,Spain,2.5,24,False,True,True,False,False,False,False,False,False,False,False,False,True
202322,N. Næss,65,66,700000.0,1000,183,82,Sarpsborg 08 FF,1,6,2024,Norway,3,2,1,928000.0,47.0,52.0,61.0,60.0,63.0,71.0,54,44,62,66,38,58,49,61,66,61,37,55,60,61,61,72,73,74,73,56,64,62,49,57,51,62,63,64,62,,LCM,M_LCM,Norway,2.231707317073171,28,False,True,True,False,False,False,False,False,False,False,True,False,False
194354,E. Haji Safi,72,72,1700000.0,900,178,71,AEK Athens,1,26,2023,Iran,3,3,1,3700000.0,76.0,67.0,70.0,73.0,67.0,70.0,74,56,56,70,54,72,69,72,68,74,77,76,72,70,83,83,63,70,73,79,63,69,68,67,66,63,70,67,66,,LB,D_LB,Greece,2.507042253521127,31,True,False,True,False,False,False,True,False,False,False,False,False,False
208776,F. Stritzel,64,67,575000.0,2000,197,92,SV Wehen Wiesbaden,3,16,2022,Germany,3,1,1,877000.0,,,,,,,8,9,14,22,8,10,12,14,16,12,32,36,31,56,28,30,45,27,71,10,22,10,10,24,16,29,10,13,12,34.0,GK,G_GK,Germany,2.141304347826087,27,False,True,True,False,False,False,False,False,False,False,False,False,True
225355,W. Parra,65,70,950000.0,600,177,74,Club Deportes Tolima,1,20,2026,Colombia,2,2,1,1400000.0,71.0,45.0,56.0,62.0,64.0,66.0,44,39,47,63,39,56,43,44,58,61,75,67,83,63,79,57,61,86,59,45,59,64,50,58,48,68,64,69,66,,LDM,M_LDM,Colombia,2.391891891891892,26,False,True,True,False,False,False,False,False,False,False,True,False,False
193698,O. Baumann,82,82,16000000.0,37000,187,82,TSG Hoffenheim,1,1,2023,Germany,1,1,2,27200000.0,,,,,,,14,11,16,30,11,19,12,11,25,17,47,51,45,82,43,59,73,39,69,13,32,21,10,41,22,52,15,18,14,49.0,GK,G_GK,Germany,2.2804878048780486,31,False,True,False,True,False,False,False,False,False,False,False,False,True
215097,A. Maraval,68,71,1200000.0,2000,184,79,USL Dunkerque,2,30,2023,France,2,1,1,2200000.0,,,,,,,17,7,14,32,19,9,15,22,28,26,42,40,33,55,56,49,55,18,58,14,23,19,8,42,34,31,17,15,18,41.0,GK,G_GK,France,2.329113924050633,27,False,True,True,False,False,False,False,False,False,False,False,False,True
258133,G. De Amores,63,68,550000.0,500,186,76,Deportivo Cali,1,12,2025,Uruguay,3,1,1,784000.0,,,,,,,13,17,13,18,16,12,12,12,16,16,26,22,24,50,35,47,63,20,46,15,16,14,17,58,12,22,17,10,14,24.0,GK,G_GK,Colombia,2.4473684210526314,26,False,True,True,False,False,False,False,False,False,False,False,False,True
239337,R. Herrmann,66,66,900000.0,3000,181,73,FC Würzburger Kickers,3,38,2022,Germany,4,3,1,1300000.0,74.0,50.0,64.0,68.0,52.0,62.0,66,49,48,66,49,68,67,65,63,66,78,70,74,62,77,58,69,72,61,44,49,52,58,57,50,60,51,53,54,,LB,D_LB,Germany,2.4794520547945207,28,True,False,True,False,False,False,False,False,False,False,False,False,True
241995,L. Dietz,66,72,1200000.0,2000,190,79,FC Würzburger Kickers,3,4,2023,Germany,3,2,1,2000000.0,59.0,37.0,53.0,58.0,66.0,69.0,43,29,65,64,34,57,38,35,59,62,53,64,52,64,53,56,50,66,74,37,64,66,38,49,38,61,65,68,63,,RCB,D_RCB,Germany,2.4050632911392404,24,False,True,True,False,False,False,False,False,False,False,False,False,True
210881,J. McGinn,78,81,16500000.0,58000,178,68,Aston Villa,1,7,2025,Scotland,3,3,2,32600000.0,70.0,73.0,75.0,78.0,71.0,80.0,64,71,59,80,71,80,66,61,83,78,73,67,77,76,80,83,75,90,75,73,79,73,72,76,55,68,69,75,69,,RCM,M_RCM,England,2.6176470588235294,26,True,False,False,True,True,False,False,False,False,False,False,False,False
253611,R. Calderón,64,64,575000.0,500,178,78,Club Social y Deportivo Macará,1,8,2022,Ecuador,3,3,1,1200000.0,66.0,51.0,63.0,61.0,57.0,66.0,53,51,47,67,22,63,38,68,68,59,69,64,59,64,68,45,48,70,64,59,71,64,66,66,50,47,57,56,52,,LCM,M_LCM,Ecuador,2.282051282051282,28,False,True,True,False,False,False,False,False,False,False,False,False,True
247009,V. Dragsnes,66,67,900000.0,2000,187,82,Lillestrøm SK,1,5,2023,Norway,3,2,1,1200000.0,75.0,50.0,58.0,57.0,59.0,69.0,62,51,54,61,45,56,47,40,55,58,74,75,62,59,50,52,54,85,73,45,45,59,60,58,49,55,59,62,59,,LWB,D_LWB,Norway,2.2804878048780486,27,False,True,True,False,False,False,False,False,False,False,False,False,True
242062,H. Finndell,60,74,600000.0,1000,177,74,Djurgårdens IF,1,13,2024,Sweden,3,2,1,1100000.0,67.0,49.0,58.0,64.0,52.0,60.0,48,53,42,65,43,64,50,47,58,66,70,65,67,56,71,45,71,74,57,46,46,48,50,58,50,52,58,53,51,,RCM,M_RCM,Sweden,2.391891891891892,21,False,True,True,False,False,False,False,False,False,False,False,False,True
206254,M. Stevanović,74,74,4100000.0,18000,180,72,Servette FC,1,9,2025,Bosnia and Herzegovina,4,3,2,5900000.0,83.0,67.0,74.0,73.0,38.0,70.0,77,68,68,74,61,72,75,66,69,74,82,83,82,69,72,66,83,86,64,67,60,41,74,75,61,64,22,45,31,,RW,A_RW,Switzerland,2.5,31,False,True,True,False,False,False,True,False,False,False,False,False,False
150659,V. Demarconnay,70,70,180000.0,2000,180,71,Paris FC,2,1,2022,France,3,1,1,315000.0,,,,,,,14,12,20,41,17,15,12,8,35,23,36,52,45,68,45,53,60,27,69,9,28,21,7,25,21,61,20,16,20,42.0,GK,G_GK,France,2.535211267605634,38,False,True,True,False,False,False,False,False,False,False,False,False,True
247667,Kim Tae Hwan,66,78,2000000.0,1000,179,73,Suwon Samsung Bluewings,1,18,2022,Korea Republic,3,3,1,2900000.0,76.0,39.0,52.0,59.0,63.0,73.0,56,30,61,62,33,54,53,30,46,58,77,75,75,65,68,55,75,77,76,40,62,64,53,41,34,57,63,64,62,,RM,M_RM,South Korea,2.452054794520548,21,False,True,True,False,False,False,False,False,False,False,False,False,True
254475,S. Rathi,54,70,275000.0,500,176,70,ATK Mohun Bagan FC,1,2,2025,India,3,2,1,543000.0,73.0,26.0,37.0,50.0,51.0,66.0,38,21,50,41,24,47,36,22,32,45,66,78,72,48,70,35,75,66,67,23,59,50,38,36,34,44,51,52,52,,LCB,D_LCB,India,2.5142857142857142,20,True,False,True,False,False,False,False,True,False,False,False,False,False
241002,E. Sabbi,68,75,2400000.0,5000,178,70,Odense Boldklub,1,11,2024,United States,4,4,1,3500000.0,91.0,62.0,56.0,75.0,38.0,60.0,53,62,57,60,59,74,58,43,50,72,90,92,90,63,88,66,93,65,56,60,53,40,66,57,54,64,36,35,29,,RW,A_RW,Denmark,2.5428571428571427,23,False,True,True,False,False,True,False,False,False,False,False,False,False
230267,Sebas Couteira,72,72,2800000.0,9000,178,70,Club Athletico Paranaense,1,7,2024,Brazil,4,4,1,5300000.0,74.0,62.0,72.0,74.0,42.0,52.0,76,70,54,76,67,74,67,76,59,76,75,74,67,74,72,52,79,37,59,52,46,38,74,73,57,71,32,52,41,,LM,M_LM,Brazil,2.5428571428571427,21,False,True,True,False,False,False,False,False,False,False,False,False,True
236075,Enzo Merques,73,73,3100000.0,19000,187,76,Internacional,1,4,2024,Brazil,4,3,1,5900000.0,72.0,64.0,70.0,73.0,67.0,74.0,75,57,68,72,66,74,74,70,64,75,69,74,72,77,57,71,68,73,72,73,82,64,69,65,62,67,68,68,69,,LB,D_LB,Brazil,2.460526315789474,25,True,False,True,False,False,False,False,False,False,False,False,False,True
178417,C. Mulgrew,68,68,325000.0,2000,191,80,Dundee United,1,4,2023,Scotland,3,2,1,569000.0,42.0,60.0,67.0,63.0,68.0,64.0,71,50,70,65,55,65,85,78,65,66,49,36,56,62,44,72,58,33,79,70,65,70,50,62,77,69,66,68,67,,LCB,D_LCB,Scotland,2.3875,35,True,False,True,False,False,False,True,False,False,False,False,False,False
184890,C. Chávez,69,69,575000.0,500,169,65,Club Deportivo Jorge Wilstermann,1,9,2021,Argentina,3,3,1,1200000.0,73.0,66.0,67.0,72.0,44.0,60.0,56,65,62,70,59,72,71,72,72,70,67,77,73,70,85,66,59,69,59,70,49,57,64,68,59,64,47,32,25,,RF,A_RF,Bolivia,2.6,35,False,True,True,False,False,False,False,False,False,False,False,False,True
111590,L. Feeney,63,63,230000.0,2000,183,76,Tranmere Rovers,4,11,2022,England,3,3,1,403000.0,71.0,59.0,64.0,64.0,53.0,65.0,68,57,47,63,58,64,67,53,62,63,72,70,71,61,70,63,49,75,68,62,49,54,61,63,51,60,52,56,54,,LW,A_LW,England,2.4078947368421053,34,False,True,True,False,False,False,False,False,False,False,False,False,True
259119,S. Sow,69,81,3000000.0,4000,185,78,AS Saint-Étienne,1,4,2026,Guinea,3,2,1,6600000.0,63.0,41.0,54.0,60.0,69.0,66.0,43,38,70,64,28,59,52,27,59,63,62,64,47,67,55,49,72,50,75,40,64,69,42,49,44,67,68,70,69,,RCB,D_RCB,France,2.371794871794872,19,False,True,True,False,False,False,False,False,False,False,True,False,False
260431,C. Kato,59,68,500000.0,900,175,72,Vegalta Sendai,1,26,2022,Japan,3,2,1,725000.0,66.0,56.0,55.0,60.0,41.0,55.0,57,58,53,60,46,58,51,44,56,61,68,65,65,56,69,54,60,43,62,59,50,30,54,48,45,55,37,46,44,,RM,M_RM,Japan,2.4305555555555554,22,False,True,True,False,False,False,False,False,False,False,False,False,True
189332,Jordi Alba,86,86,47000000.0,200000,170,68,FC Barcelona,1,18,2024,Spain,3,3,3,96400000.0,86.0,69.0,81.0,83.0,77.0,71.0,85,73,70,85,60,81,80,63,79,85,87,86,90,80,85,64,80,87,61,66,75,81,83,78,59,80,74,78,80,,LB,D_LB,Spain,2.5,32,True,False,False,True,False,False,True,False,False,False,False,False,False
260357,M. Kato,63,68,725000.0,2000,178,69,Cerezo Osaka,1,29,2022,Japan,3,2,1,997000.0,54.0,67.0,52.0,63.0,25.0,56.0,49,69,62,57,62,64,45,36,48,66,52,55,58,57,68,67,60,58,55,64,55,16,67,56,61,51,17,27,25,,LS,A_LS,Japan,2.579710144927536,24,False,True,True,False,False,False,True,False,False,False,False,False,False
243245,O. Kökçü,75,83,12500000.0,8000,175,68,Feyenoord,1,10,2025,Turkey,5,3,1,21300000.0,71.0,70.0,76.0,77.0,55.0,70.0,73,68,41,78,64,78,75,70,78,78,74,69,76,73,78,73,58,81,65,76,73,58,67,77,61,75,57,55,54,,LCM,M_LCM,Netherlands,2.573529411764706,20,False,True,True,False,False,False,False,False,False,False,False,False,True
205369,R. Schoofs,71,72,2100000.0,10000,178,69,KV Mechelen,1,16,2024,Belgium,3,3,1,3300000.0,61.0,64.0,72.0,72.0,61.0,63.0,66,59,49,74,62,71,72,74,73,73,69,54,75,68,74,71,59,73,57,72,67,66,71,71,53,74,63,60,60,,LDM,M_LDM,Belgium,2.579710144927536,27,True,False,True,False,False,False,True,False,False,False,False,False,False
221692,C. Bishop,65,70,1100000.0,2000,183,72,Accrington Stanley,3,9,2022,England,3,3,1,2000000.0,73.0,64.0,50.0,62.0,33.0,75.0,38,67,64,59,60,59,47,39,44,64,74,72,64,64,66,64,81,79,77,59,64,30,66,55,59,65,33,28,23,,RS,A_RS,England,2.5416666666666665,24,False,True,True,False,False,False,True,False,False,False,False,False,False
235398,Jean Carlos,67,68,1200000.0,3000,185,77,Pogoń Szczecin,1,21,2023,Brazil,3,3,1,1700000.0,84.0,59.0,63.0,65.0,44.0,61.0,59,60,58,64,54,65,67,61,64,65,85,84,76,59,48,59,34,73,63,58,49,48,61,63,49,58,42,43,27,,LM,M_LM,Poland,2.4025974025974026,25,False,True,True,False,False,False,True,False,False,False,False,False,False
233885,E. Cömert,71,82,3900000.0,8000,183,80,FC Basel 1893,1,4,2022,Switzerland,4,2,1,6600000.0,78.0,44.0,54.0,56.0,70.0,76.0,36,23,67,69,36,41,40,54,59,68,74,81,70,67,67,76,85,73,80,64,69,68,33,43,35,60,70,72,73,,RCB,D_RCB,Switzerland,2.2875,23,False,True,True,False,False,False,False,False,False,False,False,False,True
248752,M. Dilmurat,54,62,230000.0,2000,169,72,Henan Songshan Longmen FC,1,33,2021,China PR,3,2,1,403000.0,78.0,49.0,51.0,55.0,43.0,49.0,58,51,41,53,47,50,48,34,44,58,76,80,61,43,87,55,46,66,44,39,43,42,51,51,53,46,40,46,45,,RWB,D_RWB,China,2.3472222222222223,23,False,True,True,False,False,False,False,False,False,False,True,False,False
193740,L. Ridehalgh,62,62,350000.0,4000,178,72,Bradford City,4,3,2023,England,3,2,1,613000.0,69.0,50.0,56.0,58.0,58.0,67.0,62,45,51,57,33,55,54,55,56,57,69,69,67,59,73,61,79,75,64,56,63,59,56,51,42,49,59,58,55,,LB,D_LB,England,2.4722222222222223,30,True,False,True,False,False,False,False,False,False,False,False,False,True
219581,S. Gigot,78,81,16000000.0,51000,187,83,Spartak Moskva,1,2,2022,France,2,2,1,26800000.0,67.0,38.0,63.0,60.0,78.0,79.0,68,35,82,70,30,55,34,33,73,65,63,70,61,76,57,44,80,71,83,33,79,77,51,55,56,67,78,79,77,,RCB,D_RCB,Russia,2.253012048192771,27,False,True,True,False,False,False,True,False,False,False,False,False,False
259825,A. Rodríguez,67,73,1600000.0,500,173,59,Club Social y Deportivo Macará,1,24,2023,Ecuador,3,3,1,3800000.0,76.0,55.0,61.0,66.0,42.0,47.0,66,66,40,66,32,68,40,33,56,64,77,76,72,66,63,39,47,58,40,54,49,36,67,64,42,49,38,48,46,,LM,M_LM,Ecuador,2.9322033898305087,22,False,True,True,False,False,False,False,False,False,False,False,False,True
225681,L. León,71,71,1600000.0,800,183,69,Barcelona Sporting Club,1,30,2022,Ecuador,3,2,1,3500000.0,58.0,37.0,47.0,50.0,71.0,72.0,28,24,69,68,25,33,29,58,50,73,56,60,46,62,52,55,64,69,72,52,76,69,23,30,45,55,70,75,72,,RCB,D_RCB,Ecuador,2.652173913043478,28,False,True,True,False,False,False,False,False,False,False,False,False,True
242547,J. Scherzer,67,70,1200000.0,5000,185,76,RZ Pellets Wolfsberger AC,1,17,2022,Austria,3,2,1,1800000.0,68.0,42.0,58.0,65.0,65.0,72.0,61,36,61,62,29,66,52,52,58,65,63,72,65,63,64,54,72,71,75,46,66,66,48,52,34,49,65,66,63,,LB,D_LB,Austria,2.4342105263157894,26,True,False,True,False,False,False,False,False,False,False,False,False,True
231745,L. Dimata,74,79,6500000.0,16000,185,81,RCD Espanyol de Barcelona,1,18,2024,Belgium,3,3,1,14100000.0,77.0,73.0,64.0,70.0,40.0,77.0,63,73,75,72,70,70,45,40,60,70,78,77,72,66,67,81,76,67,83,65,76,30,75,66,77,71,40,38,30,,RS,A_RS,Spain,2.2839506172839505,24,False,True,True,False,True,False,False,False,False,False,False,False,False
211053,L. Johansson,65,69,775000.0,950,189,79,Kalmar FF,1,32,2021,Sweden,3,1,1,1000000.0,,,,,,,20,17,20,28,11,17,13,15,22,23,35,42,37,58,33,49,30,25,57,12,23,24,13,18,22,46,21,20,14,38.0,GK,G_GK,Sweden,2.392405063291139,27,False,True,True,False,False,False,False,False,False,False,False,False,True
210537,R. Steffen,78,78,14000000.0,61000,170,65,VfL Wolfsburg,1,11,2023,Switzerland,3,3,2,23800000.0,79.0,75.0,74.0,80.0,48.0,65.0,76,75,70,77,77,79,79,72,67,78,84,74,90,78,91,77,90,76,57,75,67,38,75,73,55,75,54,39,52,,LM,M_LM,Germany,2.6153846153846154,29,True,False,True,False,False,False,True,False,False,False,False,False,False
229985,J. García,58,65,375000.0,2000,184,78,Fútbol Club Juárez,1,24,2026,Mexico,2,2,1,713000.0,52.0,29.0,43.0,38.0,59.0,58.0,32,21,64,58,32,30,34,28,47,39,54,50,46,53,54,42,71,54,61,28,51,57,27,29,48,61,50,65,64,,LCB,D_LCB,Mexico,2.358974358974359,25,False,True,True,False,False,False,False,False,False,True,False,False,False
199647,P. Wlazło,64,64,400000.0,2000,181,69,Bruk-Bet Termalica Nieciecza,1,18,2022,Poland,3,2,1,540000.0,54.0,61.0,61.0,62.0,59.0,73.0,61,58,55,64,56,61,62,64,62,64,49,58,64,58,73,62,82,68,73,67,78,60,57,56,60,54,58,60,59,,CM,M_CM,Poland,2.6231884057971016,32,False,True,True,False,True,False,False,False,False,False,False,False,False
155862,Sergio Ramos,88,88,24000000.0,115000,184,82,Paris Saint-Germain,1,4,2023,Spain,3,3,4,44400000.0,70.0,70.0,76.0,74.0,88.0,84.0,66,65,92,82,69,65,74,76,83,83,71,69,77,92,66,79,93,78,84,64,90,87,73,71,92,88,84,89,91,,LCB,D_LCB,France,2.2439024390243905,35,False,True,False,True,False,False,True,False,False,False,False,False,False
194014,F. Guerrero,67,67,850000.0,500,170,70,Independiente del Valle,1,23,2022,Ecuador,3,4,1,1800000.0,84.0,58.0,59.0,68.0,51.0,54.0,51,64,37,64,55,67,49,53,63,68,87,82,85,58,66,48,78,77,53,53,24,46,62,59,59,55,42,64,59,,LWB,D_LWB,Ecuador,2.4285714285714284,32,True,False,True,False,False,False,True,False,False,False,False,False,False
192598,Ai Kesen,79,79,15000000.0,32000,180,77,Guangzhou FC,1,9,2023,China PR,4,4,2,24000000.0,84.0,80.0,73.0,79.0,48.0,79.0,67,80,72,75,76,78,76,80,66,79,87,81,83,75,90,86,83,81,82,72,69,56,77,78,85,76,43,45,35,,RS,A_RS,China,2.3376623376623376,32,False,True,True,False,True,False,False,False,False,False,False,False,False
199283,E. Lenjani,69,69,1000000.0,6000,175,70,Grasshopper Club Zürich,1,3,2022,Albania,3,3,1,1500000.0,76.0,64.0,69.0,68.0,60.0,68.0,75,63,54,70,61,67,69,59,67,68,78,75,79,65,76,69,76,82,54,64,83,62,65,66,60,59,54,66,64,,LWB,D_LWB,Switzerland,2.5,32,True,False,True,False,False,False,True,False,False,False,False,False,False
243904,I. Pherai,66,76,1900000.0,1000,175,74,Borussia Dortmund II,3,28,2022,Netherlands,3,3,1,3100000.0,75.0,51.0,61.0,73.0,34.0,45.0,54,57,42,66,53,73,64,45,62,71,78,73,86,58,83,46,67,63,39,43,32,33,57,63,45,55,34,29,38,,LCM,M_LCM,Germany,2.364864864864865,20,False,True,True,False,False,False,False,False,False,False,False,False,True
238009,M. Frese,62,67,550000.0,2000,179,75,FC Nordsjælland,1,5,2022,Denmark,3,3,1,729000.0,75.0,56.0,57.0,66.0,55.0,63.0,59,55,48,60,52,64,54,40,55,66,77,74,75,58,72,65,72,64,64,52,55,55,57,54,47,60,56,55,54,,LWB,D_LWB,Denmark,2.3866666666666667,23,True,False,True,False,False,False,True,False,False,False,False,False,False
223926,S. Bastien,73,78,4600000.0,12000,175,75,Standard de Liège,1,28,2022,Congo DR,3,3,1,7200000.0,75.0,70.0,71.0,77.0,67.0,72.0,69,68,63,76,68,77,73,68,73,79,78,73,74,73,78,72,82,88,64,74,68,71,65,64,67,71,67,68,61,,RCM,M_RCM,Belgium,2.3333333333333335,24,False,True,True,False,False,False,True,False,False,False,False,False,False
223694,E. Marxen,70,70,1300000.0,8000,185,80,Randers FC,1,11,2024,Denmark,2,2,1,1600000.0,65.0,52.0,62.0,63.0,68.0,74.0,62,43,69,67,50,60,65,62,66,67,64,66,64,68,63,65,78,70,76,60,75,67,50,50,55,63,69,67,69,,LCB,D_LCB,Denmark,2.3125,30,True,False,True,False,False,False,False,False,False,False,False,False,True
156259,J. Rzeźniczak,65,65,230000.0,2000,183,82,Wisła Płock,1,25,2022,Poland,3,2,1,311000.0,65.0,46.0,54.0,56.0,62.0,78.0,53,43,64,58,41,52,39,27,58,50,64,66,74,62,64,62,83,72,80,41,78,67,52,54,35,68,59,62,63,,RCB,D_RCB,Poland,2.231707317073171,34,False,True,True,False,False,False,False,False,False,False,False,False,True
239818,Rúben Dias,87,91,102500000.0,170000,187,82,Manchester City,1,3,2027,Portugal,4,2,3,197300000.0,61.0,38.0,65.0,68.0,88.0,88.0,54,29,87,81,32,64,46,48,74,74,57,65,59,87,56,74,78,88,88,22,92,85,39,51,45,81,90,89,85,,RCB,D_RCB,England,2.2804878048780486,24,False,True,False,True,False,False,False,False,False,False,True,False,False
242845,D. Nedelcu,68,73,1700000.0,6000,189,78,Fortuna Düsseldorf,2,16,2022,Romania,3,2,1,,60.0,56.0,62.0,60.0,66.0,70.0,52,46,65,68,40,59,56,46,70,62,62,59,53,66,53,71,73,72,70,69,67,66,58,63,49,65,66,68,64,,LCB,D_LCB,Germany,2.423076923076923,24,False,True,True,False,False,False,False,True,False,False,False,False,False
221658,A. Sharahili,68,69,1200000.0,12000,185,77,Al Shabab,1,20,2022,Saudi Arabia,2,2,1,2100000.0,73.0,29.0,52.0,59.0,67.0,77.0,51,31,75,62,28,53,32,26,50,62,70,75,72,62,62,24,80,84,78,27,64,69,34,49,41,66,64,66,65,,LCB,D_LCB,Saudi Arabia,2.4025974025974026,27,True,False,True,False,False,False,False,False,False,False,False,False,True
244669,M. Hjulmand,67,76,2300000.0,2000,185,78,Lecce,2,42,2024,Denmark,3,2,1,4100000.0,64.0,53.0,62.0,65.0,59.0,73.0,46,49,53,71,42,66,39,45,70,70,61,67,57,64,62,59,64,72,74,58,72,64,57,68,44,52,58,60,57,,LCM,M_LCM,Italy,2.371794871794872,22,False,True,True,False,False,False,False,False,False,False,True,False,False
224538,Pedro Nuno,73,76,4000000.0,8000,174,64,Belenenses SAD,1,7,2024,Portugal,4,3,1,8700000.0,67.0,74.0,76.0,77.0,39.0,64.0,75,73,68,76,71,77,80,76,74,78,68,67,77,76,75,77,67,75,57,74,66,46,76,77,81,65,34,33,28,,LM,M_LM,Portugal,2.71875,26,False,True,True,False,False,True,False,False,False,False,False,False,False
248492,J. Hill,63,75,1100000.0,1000,182,65,Fleetwood Town,3,23,2022,England,3,2,1,2100000.0,67.0,25.0,43.0,49.0,62.0,69.0,34,22,59,55,29,43,32,26,40,51,66,68,51,59,65,34,82,61,73,20,64,61,35,39,30,52,62,63,62,,RCB,D_RCB,England,2.8,19,False,True,True,False,False,False,False,False,False,False,False,False,True
243857,P. Mako,68,69,1300000.0,500,163,59,Orlando Pirates,1,29,2022,South Africa,3,2,1,3000000.0,78.0,38.0,51.0,68.0,68.0,62.0,55,34,56,49,34,66,44,44,46,65,82,75,82,64,77,40,70,72,55,48,65,63,58,56,18,63,69,72,70,,LB,D_LB,South Africa,2.76271186440678,27,True,False,True,False,False,False,True,False,False,False,False,False,False
216526,A. Gogić,66,66,800000.0,3000,180,83,Hibernian,1,13,2022,Cyprus,2,2,1,1400000.0,46.0,45.0,52.0,54.0,66.0,83.0,44,35,72,60,36,52,47,39,55,58,50,42,47,62,54,68,76,78,86,48,85,67,42,48,51,57,65,66,65,,RDM,M_RDM,Scotland,2.1686746987951806,27,False,True,True,False,False,False,False,True,False,False,False,False,False
